检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2023 暑期档 7月票房,2026-08-28-R1,7月电影票房 = 87亿元,国家电影局,今年暑期三大热观察,2023,https://www.peopleapp.com/column/30035430316-500000482266,7月国内电影市场总票房突破87亿元，刷新中国影史7月票房纪录,snapshots/国家电影局_7月电影票房.html,L1,入库L1,R1,否
2023 暑期 新疆,2026-08-28-R1,新疆8月接待游客 = 4013.12万人次,新疆维吾尔自治区文化和旅游厅,新疆维吾尔自治区文化和旅游厅2023年暑期数据,2023,http://xj.people.com.cn/BIG5/n2/2023/0923/c186332-40582202.html,新疆8月接待游客4013.12万人次，同比+400.1%，单月首破4000万；旅游收入489.5亿元,snapshots/新疆维吾尔自治区文化和旅_新疆8月接待游客.html,L1,入库L1,R1,否
2023 暑期 云南,2026-08-28-R1,云南45家重点A级景区游客量 = 1051.6万人次,云南省文化和旅游厅,云南省文化和旅游厅2023年暑期数据,2023,https://www.yn.gov.cn/yngk/lyyn/lydt/202307/t20230730_271647.html,云南纳入重点监测的45家A级景区今年截至7月26日接待游客1051.6万人次，比去年同期+142.9%,snapshots/云南省文化和旅游厅_云南45家重点A级景区游客量.html,L1,入库L1,R1,否
2023 云南 上半年,2026-08-28-R1,云南上半年接待游客 = 5.39亿人次,云南省文化和旅游厅,云南省文化和旅游厅2023年暑期数据,2023,https://dct.yn.gov.cn/html/2307/31_30642_1.shtml,云南1-6月接待游客5.39亿人次、旅游总收入6394.32亿元，同比+40%/+48.8%,snapshots/云南省文化和旅游厅_云南上半年接待游客.html,L1,入库L1,R1,否
2023 暑期 携程 研学,2026-08-28-R1,携程暑期研学游报名人次增速 = 2倍,携程,携程2023年暑期数据,2023,https://m.bjnews.com.cn/detail/1693546246169354.html,携程：暑期研学游报名人次较去年翻2倍，家庭亲子游机票订单较2019年同期+56%。平台自身口径,snapshots/携程_携程暑期研学游报名人次增速.html,L1,入库L1,R1,否
2023 暑期 飞猪 研学,2026-08-28-R1,飞猪研学游搜索量增速 = 230%,飞猪,飞猪2023暑期出游快报,2023,https://m.bjnews.com.cn/detail/1693546246169354.html,飞猪《2023暑期出游快报》：研学游搜索量同比+超2.3倍。平台自身口径,snapshots/飞猪_飞猪研学游搜索量增速.html,L1,入库L1,R1,否
2023 暑期 同程,2026-08-28-R1,同程暑期首周酒店预订服务人次较2019增速 = 155%,同程旅行,同程旅行2023年暑期数据,2023,http://news.china.com.cn/2023-07/12/content_91947063.shtml,同程：暑期第一周平台机票服务人次较2019年+32%，酒店预订服务人次+155%。平台自身口径,snapshots/同程旅行_同程暑期首周酒店预订服务人次较2.html,L1,入库L1,R1,否
2023 暑期 同程 研学,2026-08-28-R1,同程研学相关搜索热度增速 = 203%,同程旅行,同程旅行2023年暑期数据,2023,https://hct.henan.gov.cn/2023/07-14/2778638.html,同程：暑期7月以来平台研学相关旅游搜索热度环比+203%，亲子+162%。平台自身口径,snapshots/同程旅行_同程研学相关搜索热度增速.html,L1,入库L1,R1,否
2023 暑期 出境 航班,2026-08-28-R1,携程跨境航班恢复度 = 50%,携程,携程2023年暑期数据,2023,https://tech.cnr.cn/techph/20230825/t20230825_526395626.shtml,携程：截至8月23日暑期跨境航班量较2019年同期恢复接近五成。平台自身口径,snapshots/携程_携程跨境航班恢复度.html,L1,入库L1,R1,否
2023 暑期 酒店 STR,2026-08-28-R1,STR中国内地酒店RevPAR较2019恢复度 = 104%,STR,STR中国酒店数据,2023,https://www.163.com/dy/article/ICEIU0M70552NZ1I.html,STR：2023年7月前三周中国内地酒店RevPAR分别为2019年的104%、110.7%、113.5%,snapshots/STR_STR中国内地酒店RevPAR较.html,L1,入库L1,R1,否
2023 暑期 锦江 RevPAR,2026-08-28-R1,锦江境内酒店整体RevPAR恢复度 = 111.4%,锦江酒店(上交所披露),锦江国际2023年7、8月部分经营数据简报,2023,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2023-09-27/600754_20230927_OWZT.pdf,锦江酒店简报：2023年8月境内整体平均RevPAR为2019年同期111.40%,snapshots/锦江酒店(上交所披露)_锦江境内酒店整体RevPAR恢复.html,L1,入库L1,R1,否
2023 暑期 厦门 酒店,2026-08-28-R1,厦门酒店民宿入住率 = 90%,厦门市文旅局,厦门暑期文旅市场观察,2023,http://news.qq.com/rain/a/20230903A038VZ00,厦门暑期酒店民宿入住率达90%，全市高质量民宿住宿率约80%,snapshots/厦门市文旅局_厦门酒店民宿入住率.html,L1,入库L1,R1,否
2023 暑期 夜游,2026-08-28-R1,暑期夜游搜索量增速 = 80%,平台数据(引用),2023年暑期文旅消费观察,2023,https://www.gov.cn/yaowen/liebiao/202309/content_6902336.htm,平台数据：暑期以来夜游搜索量较去年同期+80%，餐饮堂食等生活服务晚7点迎全天消费最高峰,snapshots/平台数据(引用)_暑期夜游搜索量增速.html,L1,入库L1,R1,否
2023 暑期 亲子游,2026-08-28-R1,亲子游酒店预订量较2019增速 = 150%,平台数据(引用),2023年暑期文旅消费观察,2023,https://www.gov.cn/yaowen/liebiao/202309/content_6902336.htm,平台数据：7月亲子游相关酒店预订量较2019年同期增长150%,snapshots/平台数据(引用)_亲子游酒店预订量较2019增速.html,L1,入库L1,R1,否
2023 暑期 演出,2026-08-28-R1,暑期大型演出场次 = 300场,文化和旅游部,今年暑期三大热观察,2023,https://www.peopleapp.com/column/30035430316-500000482266,暑期大型演唱会、音乐节演出场次约300场，跨城观演成主要消费趋势,snapshots/文化和旅游部_暑期大型演出场次.html,L1,入库L1,R1,否
2023 暑期 研学,2026-08-28-R1,研学游成暑期顶流：研学游搜索量+超2.3倍，亲子游+研学双驱动,飞猪/携程,,,https://m.bjnews.com.cn/detail/1693546246169354.html,研学游'爆火'，携程研学游报名人次翻2倍，飞猪研学游搜索量+2.3倍，驴妈妈研学搜索预订热度+200%,snapshots/飞猪_携程_研学游成暑期顶流：研学游搜索量+.html,L2,入库L2,R1,否
2023 暑期 避暑,2026-08-28-R1,'清凉'避暑游走红：云南、新疆、贵州等避暑目的地游客大增，新疆8月接待首破4000万,新疆文旅厅/云南文旅厅,,,http://xj.people.com.cn/BIG5/n2/2023/0923/c186332-40582202.html,全国高温带动避暑游，新疆8月接待游客+400.1%，巴州+325.28%,snapshots/新疆文旅厅_云南文旅厅_'清凉'避暑游走红：云南、新疆、.html,L2,入库L2,R1,否
2023 暑期 演出经济,2026-08-28-R1,'为一场演唱会奔赴一座城'：暑期大型演出约300场，观演+旅游拉动文旅消费,人民日报,,,https://www.peopleapp.com/column/30035430316-500000482266,跨城观演成为大型演唱会、音乐节主要消费趋势，展示演艺经济强大消费动能,snapshots/人民日报_'为一场演唱会奔赴一座城'：暑期.html,L2,入库L2,R1,否
2023 暑期档 电影,2026-08-28-R1,2023暑期档票房206.19亿创历史纪录，观影5.05亿人次，首次突破200亿,国家电影局,,,http://www.news.cn/comments/20230902/9cc76054844843d98563987b9ba1524d/c.html,《消失的她》《孤注一掷》等影片拉动，暑期档票房创影史纪录,snapshots/国家电影局_2023暑期档票房206.19亿.html,L2,入库L2,R1,否
2023 暑期 citywalk,2026-08-28-R1,citywalk成为暑期旅游热词，与玩水、夜游、音乐节共同构成暑期热门关键词,同程旅行,,,https://hct.henan.gov.cn/2023/07-14/2778638.html,同程暑期旅游趋势报告：暑期热门关键词含玩水、夜游、亲子游、音乐节和citywalk,snapshots/同程旅行_citywalk成为暑期旅游热词.html,L2,入库L2,R1,否
2023 暑期 山东,2026-08-28-R1,山东重点监测300家景区接待游客 = 4800.6万人次,山东省文化和旅游厅,山东省文化和旅游厅2023年暑期数据,2023,http://www.shandong.gov.cn/art/2023/8/22/art_97564_605332.html,山东7月重点监测300家景区接待游客4800.6万人次，营收27.1亿元，同比+84.8%和67.7%,snapshots/山东省文化和旅游厅_山东重点监测300家景区接待游客.html,L1,入库L1,R1,否
2023 暑期 贵州,2026-08-28-R1,贵州暑期旅游订单量增速 = 225%,携程(贵州),携程2023年暑期数据,2023,http://gz.people.com.cn/BIG5/n2/2023/0712/c406599-40491399.html,携程：截至7月初贵州暑期整体订单量同比+225%，跨省游订单占比9成，亲子订单+346%。平台自身口径,snapshots/携程(贵州)_贵州暑期旅游订单量增速.html,L1,入库L1,R1,是-共2条
2023 暑期 贵阳 避暑,2026-08-28-R1,贵阳避暑度假产品订单量增速 = 15倍,携程(贵阳),携程2023年暑期数据,2023,https://www.gzszx.gov.cn/gzzxb/web/doc/detail/d_1560817688379424,携程：7月以来贵州省旅游订单量+65%，贵阳避暑度假产品订单量同比涨15倍。平台自身口径,snapshots/携程(贵阳)_贵阳避暑度假产品订单量增速.html,L1,入库L1,R1,否
2023 暑期 桂林 水路,2026-08-28-R1,桂林水上安全发送旅客 = 342.2万人次,桂林海事局,桂林暑期水上交通安全数据,2023,https://xinwen.bjd.com.cn/content/s64eeef10e4b00547e3de04e4.html,桂林7月以来(截至8/28)水上安全发送旅客342.2万人次，日均超5.8万，远超2019年同期,snapshots/桂林海事局_桂林水上安全发送旅客.html,L1,入库L1,R1,否
2023 暑期 银联 支付,2026-08-28-R1,银联跨行支付系统三季度业务量 = 837.93亿笔,中国人民银行(银联),2023年第三季度支付体系运行总体情况,2023,https://www.dahecube.com/article.html?artid=185059%3Frecid=470%3Fqtype=0,央行：2023年三季度银联跨行支付系统处理业务837.93亿笔、金额70.27万亿元，同比+21.37%/+8.70%,snapshots/中国人民银行(银联)_银联跨行支付系统三季度业务量.html,L1,入库L1,R1,否
2023 暑期 7月 社零,2026-08-28-R1,7月社会消费品零售总额 = 36761亿元,国家统计局,2023年7月国民经济数据,2023,https://www.stats.gov.cn/sj/xwfbh/fbhwd/202308/t20230815_1941957.html,国家统计局：2023年7月社零36761亿元(+2.5%),snapshots/国家统计局_7月社会消费品零售总额.html,L1,入库L1,R1,否
2023 暑期 8月 社零,2026-08-28-R1,8月社会消费品零售总额 = 37897亿元,国家统计局,2023年8月消费市场数据,2023,https://www.gov.cn/lianbo/fabu/202309/content_6905771.htm,国家统计局：2023年8月社零3.79万亿元(+4.6%),snapshots/国家统计局_8月社会消费品零售总额.html,L1,入库L1,R1,否
2023 暑期 档 观影,2026-08-28-R1,暑期档观影人次 = 5.05亿人次,国家电影局,2023年暑期档电影数据,2023,https://m.gmw.cn/2023-09/01/content_1303502087.htm,国家电影局：2023暑期档观影人次5.05亿,snapshots/国家电影局_暑期档观影人次.html,L1,入库L1,R1,否
2023 暑期 演出 场次,2026-08-28-R1,暑期全国演出场次 = 11.02万场,中国演出行业协会,2023暑期演出市场报告,2023,https://m.bjnews.com.cn/detail/1693886621168297.html,中国演出行业协会：2023暑期演出11.02万场(+301.53%),snapshots/中国演出行业协会_暑期全国演出场次.html,L1,入库L1,R1,否
2023 暑期 演出 票房,2026-08-28-R1,暑期全国演出票房收入 = 102.77亿元,中国演出行业协会,2023暑期演出市场报告,2023,https://news.cctv.com/2023/09/04/ARTINQ0UYnqqZWkotK6OHcTH230904.shtml,中国演出行业协会：2023暑期演出票房102.77亿元(+792.41%),snapshots/中国演出行业协会_暑期全国演出票房收入.html,L1,入库L1,R1,否
2023 暑期 铁路 暑运,2026-08-28-R1,铁路暑运7月1日-8月15日累计发送旅客 = 6.14亿人次,国铁集团,国铁2023暑运数据,2023,http://www.news.cn/fortune/2023-08/25/c_1129820701.htm,国铁集团：2023铁路暑运7.1-8.15发送旅客6.14亿人次,snapshots/国铁集团_铁路暑运7月1日-8月15日累计.html,L1,入库L1,R1,否
2023 暑期 迪士尼,2026-08-28-R1,上海迪士尼暑期日均入园人数 = 5.5万人,上海迪士尼度假区,浦东新区2023暑期文旅数据,2023,https://www.pudong.gov.cn/0060011/20230830/765767.html,上海迪士尼：2023暑期日均入园5.5万人。景区自身口径,未存-HTTPError,L1,入库L1-快照未存,R1,否
2023 暑期 演唱会 呼和浩特,2026-08-28-R1,周杰伦呼和浩特演唱会观众人数 = 18万人次,中国演出行业协会,2023暑期演出市场报告,2023,https://news.cctv.com/2023/09/04/ARTINQ0UYnqqZWkotK6OHcTH230904.shtml,中国演出行业协会：周杰伦呼和浩特演唱会观众18万人次,snapshots/中国演出行业协会_周杰伦呼和浩特演唱会观众人数.html,L1,入库L1,R1,否
2023 暑期 跨省 观演,2026-08-28-R1,呼和浩特演唱会跨省观演占比 = 70%,中国演出行业协会,2023暑期演出市场报告,2023,https://news.cctv.com/2023/09/04/ARTINQ0UYnqqZWkotK6OHcTH230904.shtml,中国演出行业协会：呼和浩特跨省观演占比超70%,snapshots/中国演出行业协会_呼和浩特演唱会跨省观演占比.html,L1,入库L1,R1,否
2023 暑期 长线游,2026-08-28-R1,暑期长线游出游人次占比 = 51%,途牛旅游网,途牛2023暑期报告,2023,https://static.nfapp.southcn.com/content/202308/31/c8051926.html?enterColumnId=7765,途牛：2023暑期长线游占比51%。平台自身口径,snapshots/途牛旅游网_暑期长线游出游人次占比.html,L1,入库L1,R1,否
2023 暑期 热门目的地,2026-08-28-R1,暑期国内热门目的地Top10城市 = 10个,携程,携程2023暑期报告,2023,https://cn.chinadaily.com.cn/a/202308/27/WS64eb2f5aa3109d7585e4afaa.html,携程：2023暑期国内热门目的地Top10,snapshots/携程_暑期国内热门目的地Top10城市.html,L1,入库L1,R1,否
2023 暑期 出境游 客源,2026-08-28-R1,暑期出境游客源地Top10城市 = 10个,携程,携程2023暑期报告,2023,https://cn.chinadaily.com.cn/a/202308/27/WS64eb2f5aa3109d7585e4afaa.html,携程：2023暑期出境游客源地Top10,snapshots/携程_暑期出境游客源地Top10城市.html,L1,入库L1,R1,否
2023 暑期 贵州,2026-08-28-R1,贵州暑期旅游订单量增速 = 225%,携程(贵州),携程2023暑期报告,2023,https://cn.chinadaily.com.cn/a/202308/27/WS64eb2f5aa3109d7585e4afaa.html,携程：2023暑期贵州旅游订单量+225%。平台自身口径,snapshots/携程(贵州)_贵州暑期旅游订单量增速.html,L1,入库L1,R1,是-共2条
2023 暑期 亲子 酒店,2026-08-28-R1,暑期酒店预订量较2019增速(亲子游) = 150%,平台数据(引用),2023暑期亲子游数据,2023,https://m.bjnews.com.cn/detail/1693886621168297.html,平台数据：2023暑期亲子游酒店预订量较2019+150%。平台自身口径,snapshots/平台数据(引用)_暑期酒店预订量较2019增速(亲.html,L1,入库L1,R1,否
2023 暑期 北京 门票,2026-08-28-R1,北京暑期景区门票提前预订量较上月增速 = 2.6倍,去哪儿旅行,去哪儿2023暑期数据,2023,https://m.bjnews.com.cn/detail/1688650728168043.html,去哪儿：2023暑期北京景区门票提前预订量较上月+2.6倍。平台自身口径,snapshots/去哪儿旅行_北京暑期景区门票提前预订量较上月.html,L1,入库L1,R1,否
2023 暑期 亲子 北京,2026-08-28-R1,北京暑期亲子客群出游人次占比 = 79%,去哪儿旅行,去哪儿2023暑期数据,2023,https://m.bjnews.com.cn/detail/1688650728168043.html,去哪儿：2023暑期北京亲子客群出游占比79%。平台自身口径,snapshots/去哪儿旅行_北京暑期亲子客群出游人次占比.html,L1,入库L1,R1,否
2023 暑期 上海 度假区,2026-08-28-R1,上海国际旅游度假区暑期接待游客 = 1300万人次,上海市文化和旅游局,上海市2023年暑期文旅数据,2023,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/qglb/sh/202308/t20230802_946359.html,上海市文旅局：2023暑期上海国际旅游度假区接待游客超1300万人次,snapshots/上海市文化和旅游局_上海国际旅游度假区暑期接待游客.html,L1,入库L1,R1,否
2023 暑期 上海 收入,2026-08-28-R1,上海国际旅游度假区暑期旅游收入 = 90亿元,上海市文化和旅游局,上海市2023年暑期文旅数据,2023,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/qglb/sh/202308/t20230802_946359.html,上海市文旅局：2023暑期上海国际旅游度假区旅游收入近90亿元,snapshots/上海市文化和旅游局_上海国际旅游度假区暑期旅游收入.html,L1,入库L1,R1,否
2023 暑期 北京 地铁,2026-08-28-R1,北京地铁暑期7.1-8.10客运量 = 3.28亿人次,北京地铁(证券时报转引),北京2023暑期城市交通数据,2023,https://www.stcn.com/article/detail/945965.html,北京地铁：2023暑期7.1-8.10客运量约3.28亿人次(+36.37%),snapshots/北京地铁(证券时报转引)_北京地铁暑期7.1-8.10客运.html,L1,入库L1,R1,否
2023 暑期 佘山,2026-08-28-R1,上海佘山国家旅游度假区暑期接待游客 = 665万人次,上海市文化和旅游局,上海市2023年暑期文旅数据,2023,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/qglb/sh/202308/t20230802_946359.html,上海市文旅局：2023暑期佘山度假区接待游客超665万人次,snapshots/上海市文化和旅游局_上海佘山国家旅游度假区暑期接待游.html,L1,入库L1,R1,否
2023暑期 江苏 银联 文旅消费,2026-08-31-R2,文旅消费总额(银联刷卡及扫码) = 927亿元,中国银联(江苏省文旅厅转引),江苏暑期文旅消费数据,2023-09-06,http://finance.people.com.cn/n1/2023/0907/c1004-40072278.html,"银联数据显示,江苏暑期文旅消费总额达927亿元,占全国文旅消费;全省共接待境内外游客1.8亿人次,实现旅游总收入2600亿元",snapshots/人民网_江苏暑期文旅消费总额全国第一.html,L1,入库L1,R2,是-共5条
2023暑期 携程 机票均价 派生,2026-08-31-R2,国内单程含税机票均价 = 1085元,携程,2023暑期报告,2023-08-27,https://cn.chinadaily.com.cn/a/202308/27/WS64eb2f5aa3109d7585e4afaa.html,"根据携程订单观测,暑期国内单程含税机票均价为1085元;暑期高铁游订单环比前两月增长达到51%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 江苏 接待游客 文旅厅,2026-08-31-R2,接待境内外游客人次 = 1.8亿人次,江苏省文化和旅游厅,2023暑假旅游市场数据,2023-09-06,http://finance.people.com.cn/n1/2023/0907/c1004-40072278.html,"7月1日至8月31日,全省共接待境内外游客1.8亿人次,实现旅游总收入2600亿元,按可比口径较2019年同期分别增长13.4%和5.3%",snapshots/人民网_江苏暑期文旅消费总额全国第一.html,L1,入库L1,R2,是-共5条
2023暑期 江苏 旅游收入 文旅厅,2026-08-31-R2,旅游总收入 = 2600亿元,江苏省文化和旅游厅,2023暑假旅游市场数据,2023-09-06,http://finance.people.com.cn/n1/2023/0907/c1004-40072278.html,"实现旅游总收入2600亿元,按可比口径较2019年同期增长5.3%",snapshots/人民网_江苏暑期文旅消费总额全国第一.html,L1,入库L1,R2,是-共5条
2023暑期 出入境 移民管理局,2026-08-31-R2,查验出入境人员数量 = 8241.3万人次,国家移民管理局,暑期出入境数据,2023-08-31,https://www.nia.gov.cn/n741440/n741567/c1596092/content.html,"全国边检机关共查验出入境人员8241.3万人次,日均139.7万人次,环比增长19.88%;内地居民4119万人次,外国公民506万人次",snapshots/国家移民管理局_暑期超8200万人次出入境.html,L1,入库L1,R2,否
2023暑期 酒店 锦江 RevPAR,2026-08-31-R2,酒店整体平均RevPAR恢复度(较2019) = 111.4%,锦江酒店,2023年7、8月部分经营数据简报,2023-09-27,https://file.finance.qq.com/finance/hs/pdf/2023/09/27/1217959591.PDF,"2023年8月中国境内整体平均RevPAR为2019年同期的111.40%;中端酒店为100.22%,经济型为102.44%",未存-PDF原文,L1,入库L1-快照未存,R2,否
2023暑期 餐饮收入 商务部 8月,2026-08-31-R2,全国餐饮收入 = 4212亿元,商务部/国家统计局,2023年8月消费市场情况,2023-09-23,https://www.gov.cn/lianbo/fabu/202309/content_6905771.htm,"8月份全国餐饮收入4212亿元,同比增长12.4%;暑期居民出游热度较高,带动餐饮、住宿、旅游、交通等服务消费较快增长",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 电影票房 暑期档,2026-08-31-R2,暑期档电影票房收入 = 206亿元,国家电影局/商务部,2023暑期档电影数据,2023-09,https://www.gov.cn/lianbo/fabu/202309/content_6905771.htm,"暑期档电影票房收入超206亿元,同比增长约1.26倍,为历史同期最高记录",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 惠州 接待游客 旅游收入,2026-08-31-R2,接待游客人次 = 1194万人次,惠州市文化广电旅游体育局,2023暑期惠州文旅数据,2023-09-07,http://www.gd.gov.cn/gdywdt/dsdt/content/mpost_4249923.html,"6-8月全市累计接待游客约1194万人次,同比增长40.54%;旅游总收入约116.4亿元,同比增长94.81%,均已超过2019年同期水平",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 亲子游 均价 派生指标,2026-08-31-R2,亲子游产品平均价格 = 3426元,携程(引用),2023暑期亲子游数据,2023-08-23,http://www.ce.cn/culture/gd/202308/23/t20230823_38683900.shtml,"销量大于500单的亲子游产品平均价格在3426元,远超端午假期国内人均旅游支出;接近10%的产品价位在5000元以上",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 民宿 入住率 恢复度,2026-08-31-R2,民宿行业入住率恢复度(较2019) = 87.23%,订单来了(莫干山民宿大会发布),2023民宿行业数据,2023-12-20,http://m.toutiao.com/group/7293361765789008447/,"2023年全国民宿行业入住率同比增长56%,达到2019年的87.23%;五一期间超过2019年同期达到反弹峰值,暑期开始增长放缓",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 常州 银联 文旅消费,2026-08-31-R2,文旅消费总额(银联刷卡及扫码) = 58.56亿元,中国银联(常州市转引),2023暑期常州文旅消费数据,2023-09-08,http://finance.people.com.cn/n1/2023/0908/c1004-40073196.html,"根据中国银联刷卡及扫码消费数据,今年7-8月常州市文旅消费总额58.56亿元;纳入统计的38家旅游饭店实现...",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023暑期 亲子游 民宿 途家,2026-08-31-R2,途家数据显示亲子游占暑期民宿预订六成以上;含亲子精选、儿童娱乐区标签的民宿预订量同比增长3倍;大理民宿含娃量超标,途家民宿,,,http://m.toutiao.com/group/7387695583756108339/,"亲子游仍是途家平台民宿预订的主力军,暑期预订占比超六成;含亲子精选、儿童娱乐区标签的民宿预订量同比去年增长3倍",未存-网络不可达,L2,入库L2-快照未存,R2,否
2023暑期 夜经济 City Walk 新消费,2026-08-31-R2,"暑期夜经济激发消费新活力;City Walk城市漫步流行;广东1-5月餐饮收入增长31.7%,文化体育和娱乐业增速35.3%",人民网/中国经济网,,,http://finance.people.com.cn/n1/2023/0821/c1004-40060802.html,"暑期文旅市场持续复苏,夜经济激发消费新活力;在暑期旅游出行带动下,交通、住宿、餐饮等服务零售额增长较快;City Walk城市漫步方式流行",未存-网络不可达,L2,入库L2-快照未存,R2,否
2023暑期 出入境 免签 浦东机场,2026-08-31-R2,"7月26日恢复对新加坡、文莱15天免签入境政策后,浦东机场口岸外籍入境旅客有序增加;8月前10天入境外籍旅客超5.3万人次",上海机场边检站/新华网,,,http://sh.xinhuanet.com/20230812/8feffb4634c44ca395c4a204afa0ca32/c.html,"自7月26日恢复对新加坡、文莱持普通护照来华15天免签入境政策后,浦东机场口岸以商务、探亲等为目的外籍入境旅客正有序增加;8月前10天口岸入境外籍旅客超5.3万人次",未存-网络不可达,L2,入库L2-快照未存,R2,否
2023暑期 暑运 铁路 民航 历史新高,2026-08-31-R2,"暑运期间全国铁路、民航旅客运输量分别达8.3亿和1.3亿人次,均创历史同期新高;7月全国餐饮收入同比增长15.8%",商务部/国家统计局,,,https://www.gov.cn/lianbo/fabu/202309/content_6905771.htm,"暑运期间全国铁路、民航旅客运输量分别达8.3和1.3亿人次,均创历史同期新高;7月份全国餐饮收入同比增长15.8%",未存-网络不可达,L2,入库L2-快照未存,R2,否
2023暑期 演出 场次 票房,2026-09-09-R3,暑期全国演出场次 = 11万场,中国演出行业协会,2023暑期演出市场数据,2023-09-22,https://news.cctv.com/2023/09/22/ARTI0f6yMF1Lb54GhdDYMuxn230922.shtml,暑期全国演出市场的演出场次11万，同比增长301%；演出票房收入102亿元，同比增长792%；观演人数3256万人次，同比增长806%,snapshots/中国演出行业协会_暑期演出市场数据.html,L1,入库L1,R3,是-共2条
